movie_id,movie_brief,director,writers,casts
1447,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. The... Read all",Stephen Poliakoff,Stephen Poliakoff,Charles Dance|Clive Owen|Miranda Richardson
1448,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites h... Read all",André Téchiné,Pascal Bonitzer|André Téchiné,Catherine Deneuve|Daniel Auteuil|Marthe Villalonga
1449,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",Satyajit Ray,Bibhutibhushan Bandyopadhyay|Satyajit Ray,Kanu Bannerjee|Karuna Bannerjee|Subir Banerjee
1450,"On the eve of WW2, a British spy goes to Germany to obtain a secret poison-gas formula from a scientist but things go awry and he is saved by a beautiful nomadic gypsy woman.",Mitchell Leisen,Abraham Polonsky|Frank Butler|Helen Deutsch,Ray Milland|Marlene Dietrich|Murvyn Vye
1451,"On the eve of World War II, a young American reporter tries to expose enemy agents in London.",Alfred Hitchcock,Charles Bennett|Joan Harrison|James Hilton,Joel McCrea|Laraine Day|Herbert Marshall
1452,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",William A. Wellman,Gypsy Rose Lee|James Gunn,Barbara Stanwyck|Michael O'Shea|J. Edward Bromberg
1453,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.,Archie Mayo,Harry Segall|Roland Kibbee,Paul Muni|Anne Baxter|Claude Rains
1454,"Quirt Evans, an all round bad guy, is nursed back to health and sought after by Penelope Worth, a Quaker girl. He eventually finds himself having to choose between his world and the world Pe... Read all",James Edward Grant,James Edward Grant,John Wayne|Gail Russell|Harry Carey
1455,"Western legends Pat Garrett, Doc Holliday and Billy the Kid are played against each other over the law and the attentions of vivacious country vixen Rio McDonald.",Howard Hughes,Jules Furthman|Howard Hawks|Ben Hecht,Jack Buetel|Thomas Mitchell|Jane Russell
1456,"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",John Huston,Claud Cockburn|Truman Capote|John Huston,Humphrey Bogart|Jennifer Jones|Gina Lollobrigida
1457,Romeo & Juliet gets transplanted to the Bronx.,Joseph Bologna,Gabriel Bologna|Joseph Bologna|William Shakespeare,Lainie Kazan|Paul Sorvino|Barbara Carrera
1458,A betting castle staff and a series of misunderstandings and set-ups leads to an American entertainer and an English damsel falling in love,George Stevens,P.G. Wodehouse|Ian Hay|Ernest Pagano,Fred Astaire|George Burns|Gracie Alien
1459,The story of a young geisha who falls madly in love with an american captain that travels all around the world collecting hearts.,Frédéric Mitterrand,Giuseppe Giacosa|Luigi Illica|Frédéric Mitterrand,Ying Huang|Richard Troxell|Ning Liang
1460,"Critically acclaimed film from the heyday of American indies, Six teens steal the family car and go out for a night on the town. Jealousy, lust and power dynamics soon make it a night that t... Read all",John F. Sullivan,John F. Sullivan,Michael Albanese|Evi Allen|Shannon Barry
1461,"Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection.",Norman Z. McLeod,Don Hartman|Sam Mintz,George Burns|Gracie Allen|George Barbier
1462,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin... Read all",Tad Stones,Mark McCorkle|Bob Schooley|Ron Clements,Scott Weinger|Robin Williams|John Rhys-Davies
1463,The legendary outlaw and his Merry Men battle evil around Nottingham and Sherwood Forest.,Sandra Weintraub,Martyn Ellis|Richard Ashton|Barbara Griffin,Unknown
1464,A story of desperate search for oil.,James Keach,Philip Railsback,Robert Duvall|Aidan Quinn|Frances Fisher
1465,"This moving story was the swan song of actress Viveca Lindfors, who died unexpectedly soon after completing it. It's a fitting tribute, as the film explores the last performance in the ances... Read all",Henry Jaglom,Henry Jaglom|Victoria Foyt,Victoria Foyt|Viveca Lindfors|Jon Robin Baitz
1466,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them a... Read all",Mort Ransen,Sheldon Currie|Gerald Wexler|Mort Ransen,Helena Bonham Carter|Kate Nelligan|Clive Russell
1467,A homeless schizophrenic seeks the help of a streetwise combat veteran as they attempt to overcome cruel life on the streets.,Tim Hunter,Lyle Kessler,Danny Glover|Matt Dillon|Rick Aviles
1468,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",Peter Horton,Robert Kuhn,Joseph Mazzello|Brad Renfro|Aeryk Egan
1469,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.,Peter Hewitt,Mark Twain|Stephen Sommers|David Loughery,Jonathan Taylor Thomas|Brad Renfro|Charles Rocket
1470,"In this offshoot of the 1950s ""claymation"" cartoon series, the crazy Blockheads threaten to ruin Gumby's benefit concert by replacing the entire city of Clokeytown with robots.",Art Clokey,Art Clokey|Gloria Clokey,Dal McKennon|Art Clokey|Gloria Clokey
1471,"Hatch gets a special resuscitative medicine after ""dying"" in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just... Read all",Brett Leonard,Dean R. Koontz|Andrew Kevin Walker|Neal Jimenez,Jeff Goldblum|Christine Lahti|Alicia Silverstone
1472,"A medieval knight and his servant ask a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead, they fly away to the 20th century.",Jean-Marie Poiré,Christian Clavier|Jean-Marie Poiré,Christian Clavier|Jean Reno|Valérie Lemercier
1473,A mini-documentary about the making of the 1939 classic The Little Princess (1939).,Manny Velazquez,Manny Velazquez,Shirley Temple
1474,A lonely young woman decides to kindle her passions in a fling with a married photographer after feeling challenged by her own best friend's affair.,Alan Jacobs,Alan Jacobs,Laura San Giacomo|Paul Rhys|Michael O'Keefe
1475,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understandin... Read all",Gurinder Chadha,Gurinder Chadha|Meera Syal,Kim Vithana|Jimmi Harkishin|Sarita Khajuria
1476,Joe Sullivan has taken the rap for Rick who double-crosses him with a flawed escape plan and other means intended to get rid of him.,Anthony Mann,Leopold Atlas|John C. Higgins|Arnold B. Armstrong,Dennis O'Keefe|Claire Trevor|Marsha Hunt
1477,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",Ole Bornedal,Ole Bornedal|Steven Soderbergh,Ewan McGregor|Nick Nolte|Anais Evans
1478,"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",Albert Hughes,Allen Hughes|Albert Hughes|Michael Henry Brown,Larenz Tate|Keith David|Chris Tucker
1479,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but every... Read all",Norman René,Craig Lucas,Mia Farrow|Tony Goldwyn|Juana Barrios
1480,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,Robert Stevenson,Bill Walsh|Gordon Buford,Helen Hayes|Ken Berry|Stefanie Powers
1481,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headli... Read all,Jefery Levy,Andrew Wellman|Danny Rubin|Jefery Levy,Stephen Dorff|Reese Witherspoon|Jake Busey
1482,A Frontline documentary about the events that took place in Tianamen square in 1989.,Richard Gordon,Geramie Barmé|John Crowley,Deborah Amos|Carma Hinton|Edward Stanley
1483,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,Randall Wallace,Alexandre Dumas|Randall Wallace,Leonardo DiCaprio|Jeremy Irons|John Malkovich
1484,"In addition to reviewing four new movies, Siskel and Ebert interview various actors on what they think can improve Hollywood movies.",Don DuPree,Jim Carrey|Danny DeVito|Roger Ebert,Unknown
1485,"Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory,... Read all",Yves Angelo,Yves Angelo|Jean Cosmos|Véronique Lagrange,Gérard Depardieu|Fanny Ardant|Fabrice Luchini
1486,"A runaway meets up with a young man in the bus station who leads her to a rendezvous with two others who are planning a bank robbery. She is convinced to drive the getaway car for $5,000 and... Read all",Lucas Platt,James M. Cain|John Warren,Erika Eleniak|William McNamara|Michael Lerner
1487,"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the Counte... Read all",Gus Van Sant,Tom Robbins|Gus Van Sant,Uma Thurman|Lorraine Bracco|Pat Morita
1488,"In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.",Claude Berri,Émile Zola|Claude Berri|Arlette Langmann,Renaud|Gérard Depardieu|Miou-Miou
1489,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,Dennis Hopper,Joe Batteer|John Rice|Dan Gilroy,Tom Berenger|Erika Eleniak|William McNamara
1490,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the tra... Read all",Rémy Duchemin,Richard Morgiève|Rémy Duchemin,Kên Higelin|Jean Yanne|Florence Darel
1491,"Elmo Freech is a private investigator who is contacted by CIA agent John Portland, who suffers from amnesia, to reveal a dubious case of drug smuggling involving big fish from Washington, D.... Read all",Steve Cohen,Steve Cohen|Otto C. Pozzo,Billy Blanks|Roddy Piper|Richard Norton
1492,"Nikolay (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment... Read all",Yuri Mamin,Vyacheslav Leykin|Yuri Mamin|Feliks Mironer,Sergey Dreyden|Agnès Soral|Viktor Mikhailov
1493,"""A Modern Affair"" is a romantic comedy about the strain of contemporary relationships, one woman's urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect corpora... Read all",Vern Oakley,Vern Oakley|Paul Zimmerman,Lisa Eichhorn|Caroline Aaron|Robert LuPone
1494,"After a series of bizarre actions, Loris is mistaken for a serial killer. Jessica, a policewoman in undercover, will try to induce him to commit a murder.",Roberto Benigni,Roberto Benigni|Vincenzo Cerami|Michel Blanc,Roberto Benigni|Michel Blanc|Nicoletta Braschi
1495,"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other pe... Read all",Hal Hartley,Hal Hartley,Paul Austin|Robert John Burke|Martin Donovan
1496,"When his wife falls sick, a father finds himself having to carpool for the neighborhood school children and being taken hostage by a bank robber.",Arthur Hiller,Don Rhymer,Tom Arnold|David Paymer|Rhea Perlman
1497,"The childhood, adolescence, and incredible adult years of Al Hirshfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span o... Read all",Susan Warms Dryfoos,Susan Warms Dryfoos,Julie Andrews|Lauren Bacall|Carol Channing
1498,A career thief forms a partnership with his reluctant son.,Michael Seitzman,Michael Seitzman,Todd Field|Ben Gazzara|Lara Flynn Boyle
1499,"In the beginning there was no earth, no water - nothing. There was a single hill called Nunne Chaha. In the beginning everything was dead. In the beginning there was nothing; nothing at all.... Read all",Camille Henrot,Jacob Bromberg|Camille Henrot,Sigrid Bouaziz|Akwetey Orraca-Tetteh
1500,A heartless millionaire believes he is Santa Claus after an accident renders him amnesiac.,John Murlowski,Jonathan Bond|Fred Mata|Dorrie Krum Raymond,Hulk Hogan|Don Stark|Robin Curtis
1501,"Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his ... Read all",Sergei Bodrov,Arif Aliev|Sergei Bodrov|Boris Giller,Oleg Menshikov|Sergey Bodrov|Susanna Mekhraliyeva
1502,"Jake meets Joanne in college. He's into theater, writing plays. She's into photography. They move in together etc. She meets Elliot, owner of a big gallery, works for him and things change.",Daniel Algrant,Daniel Algrant|John Warren,Eric Stoltz|Mary-Louise Parker|Ralph Macchio
1503,"A city girl teams up with a tomboy to solve the mystery of Bear Mountain, Molly Morgan, and the buried treasure as well as learn about true friendships.",Kevin James Dobson,Barry Glasser,Christina Ricci|Anna Chlumsky|Polly Draper
1504,"Thrown out by his girlfriend from her apartment, Axel lives for a while with Norbert, a gay man he met some days before.",Sönke Wortmann,Sönke Wortmann|Ralf König,Til Schweiger|Katja Riemann|Joachim Król
1505,"A prison guard at Leavenworth with lofty ideals and hopes of reform struggles to understand a violent, hateful and conscienceless convict. The result is a written testimonial to a crime that... Read all",Tim Metcalfe,Thomas E. Gaddis|James Long|Tim Metcalfe,James Woods|Robert Sean Leonard|Ellen Greene
1506,"When Nelly, a woman being just divorced, meets by chance M. Arnaud, a mature salesman just retired, begins a strange and special relationship between the two personalities.",Claude Sautet,Jacques Fieschi|Claude Sautet|Yves Ulmann,Emmanuelle Béart|Michel Serrault|Jean-Hugues Anglade
1507,"Take a walk into the dreamlike world of filmmaker Raul Ruiz as he takes us to Paris for a twisting ride. Four strangely symmetrical stories unfold involving love, lust, crime, and time.",Raúl Ruiz,Pascal Bonitzer|Raúl Ruiz,Marcello Mastroianni|Anna Galiena|Marisa Paredes
1508,A teenage boy and his little sister are thrust into an adrenaline-charged adventure when they find out their gregarious babysitter is in fact the legendary super hero known as Agent-Action.,William Butler,William Butler,Melissa Peterman|Mo Collins|Jim O'Heir
1509,A thief's son cons his father into spending more time with him.,Howard Deutch,Tom S. Parker|Jim Jennewein,Macaulay Culkin|Ted Danson|Glenne Headly
1510,"With his boss in the madhouse, a mobster is temporary boss of the criminal empire just as vicious rivals threaten the control of the empire.",Larry Bishop,Larry Bishop,Michael J. Pollard|Henry Silva|Gabriel Byrne
1511,"Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their ""love-child"" brought Australia to the brink of civil war. Until now.",Peter Duncan,Peter Duncan,Judy Davis|Sam Neill|F. Murray Abraham
1512,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.,Satyajit Ray,Bibhutibhushan Bandyopadhyay|Satyajit Ray,Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty
1513,"Two pairs of best friends - Montel & Clyde and Brandy & Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out th... Read all",Rusty Cundieff,Rusty Cundieff|Darin Scott,Tisha Campbell|Rusty Cundieff|Paula Jai Parker
1514,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.",Finn Taylor,Finn Taylor|Jeffrey D. Brown,David Arquette|Brad Hunt|Cathy Moriarty
1515,"While flying mail across the Andean mountains, Henri Guillaumet's plane has to crash-land, he must trek back to civilizatin on foot.",Jean-Jacques Annaud,Alain Godard|Jean-Jacques Annaud,Craig Sheffer|Elizabeth McGovern|Tom Hulce
1516,"The movie chronicles the struggles of Deric and Diana Longden, a happily married couple who try to cope with Diana's inexplicable degenerative disease which causes occasional paralysis of he... Read all",Richard Loncraine,Deric Longden|Jack Rosenthal,Julie Walters|Jim Broadbent|Thora Hird
1517,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in t... Read all",Charles T. Kanganis,Barry Morrow,Halle Berry|Jim Belushi|Bill Hunter
1518,"The biological and adoptive mothers of a young boy are involved in a bitter, controversial custody battle.",Stephen Gyllenhaal,Seth Margolis|Naomi Foner,Jessica Lange|Halle Berry|David Strathairn
1519,"Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhoo... Read all",Nick Gomez,Nick Gomez|Michel Marriott,Shar-Ron Corley|Gabriel Casseus|Saul Stein
1520,"A group of college seniors spending a weekend at a cottage for a psychological experiment called ""fear therapy"" find a human-sized wooden figure called Morty, which triggers everyone's deepe... Read all",Vincent Robert,Ron Ford|Greg H. Sims,Eddie Bowz|Heather Medway|Ann Turkel
1521,"In an attempt to end alimony payments, a working class man tries to set up his ex wife with potential husbands.",Anthony Minghella,Amy Schor Ferris|Vicki Polon,Matt Dillon|Annabella Sciorra|Mary-Louise Parker
1522,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",Heywood Gould,Jordan Katz|Heywood Gould,Joanne Whalley|Armand Assante|Gabriel Byrne
1523,"In a West African nation, the womanizing British 1st Secretary of the High Commissioner deals with different issues.",Bruce Beresford,William Boyd,Colin Friels|Sean Connery|Joanne Whalley
1524,Kaspar Hauser is the son of the duke of Baden. At the age of one he was swapped by another baby that has been killed right after the change. The real Kaspar Hauser grew up in prison without ... Read all,Peter Sehr,Peter Sehr,André Eisermann|Udo Samel|Jeremy Clyde
1525,"A pregnant New York City social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing b... Read all",Nicholas Hytner,Stephen McCauley|Wendy Wasserstein,Jennifer Aniston|Paul Rudd|Kali Rocha
1526,"When a young Amish boy is sole witness to a murder while visiting Philadelphia with his mother, police detective John Book tries to protect the boy until an attempt on Book's life forces him... Read all",Peter Weir,William Kelley|Pamela Wallace|Earl W. Wallace,Harrison Ford|Kelly McGillis|Lukas Haas
1527,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,Penelope Spheeris,Greg Erb|Craig Mazin,Marlon Wayans|David Spade|Brad Dourif
1528,Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.,Gregg Araki,Gregg Araki,James Duval|Rachel True|Nathan Bexton
1529,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.",Emir Kusturica,Dusan Kovacevic|Emir Kusturica,Predrag 'Miki' Manojlovic|Lazar Ristovski|Mirjana Jokovic
1530,Widower Thomas Jefferson (3rd US president 1801-09) lives in Paris 1785-90 with his daughter. He has a pretty slave girl accompany his other daughter to France. He has an alleged affair with... Read all,James Ivory,Ruth Prawer Jhabvala,Nick Nolte|Greta Scacchi|Gwyneth Paltrow
1531,"Angus McCormick adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with his father, John, he and Yellow become stranded when tur... Read all",Phillip Borsos,Phillip Borsos,Jesse Bradford|Mimi Rogers|Bruce Davison
1532,A French football playing exchange student falls in love.,Eva Sereny,Philippe Labro|Menno Meyjes,Robin Givens|Marco Hofschneider|Rick Johnson
1533,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see... Read all",María Luisa Bemberg,María Luisa Bemberg|Jorge Goldenberg|Julio Llinás,Marcello Mastroianni|Luisina Brando|Alejandra Podesta
1534,"Julian and Jeremy, two brothers prefer to spend their time on drugs and joyriding. When their father, Fatty Lewis, they show up demanding compensation.",Kevin Allen,Kevin Allen|Paul Durden,Llyr Ifans|Rhys Ifans|Dorien Thomas
1535,Paul and Nelly have everything to be happy: a dream wedding and a hotel. Until Paul starts to doubt Nelly.,Claude Chabrol,Claude Chabrol|Henri-Georges Clouzot|Jean Ferry,Emmanuelle Béart|François Cluzet|Nathalie Cardone
1536,Three lonely young denizens of Taipei unknowingly share an apartment used for sexual trysts.,Ming-liang Tsai,Ming-liang Tsai|Yi-chun Tsai|Pi-ying Yang,Chao-jung Chen|Kang-sheng Lee|Kuei-Mei Yang
1537,Lewis is a young Sydney amateur theater director at his first experience: he is offered a job with a Governmental program for the rehabilitation of mentally ill patients in a Sydney institut... Read all,Mark Joffe,Louis Nowra,Ben Mendelsohn|Barry Otto|Toni Collette
1538,"Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of '90s youth, complete with drugs, live music, and homophobia. All is change... Read all",Alex Sichel,Sylvia Sichel,Alison Folland|Tara Subkoff|Cole Hauser
1539,"Following a supernatural radio announcement, Leo, Pearl and Hal arrive at Annie and Tom's to pay homage to George and Nina's baby daughter Eve, the Chosen One, who will save the world. Knowi... Read all",Philip John,Toby Whithouse|Lisa McGee,Lenora Crichlow|Michael Socha|Damien Molony
1540,A young American boy visiting China helps his zoologist father rescue a panda cub from unscrupulous poachers while its reserve is threatened with closure from officious bureaucrats.,Christopher Cain,John Wilcox|Steven Alldredge|Jeff Rothberg,Stephen Lang|Ryan Slater|Yi Ding
1541,"Reuben is a drinker and brawler who runs afoul of the law and lands a long prison term. He leaves behind Roberta (Kelly Lynch), his wife and mother of nine. Also part of the extended family ... Read all",Jennifer Warren,Carolyn Chute|Bill Phillips,Martha Plimpton|Kelly Lynch|Rutger Hauer
1542,An affair between a young woman and a pastor has disastrous consequences.,Roland Joffé,Nathaniel Hawthorne|Douglas Day Stewart,Demi Moore|Gary Oldman|Robert Duvall
1543,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza H... Read all",Scott Silver,Scott Silver,David Arquette|Lukas Haas|Tony Epper
1544,"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",Andy Tennant,Deborah Dean Davis,Kirstie Alley|Steve Guttenberg|Mary-Kate Olsen
1545,"A writer with dwarfism shares the story of his unconventional, though not altogether bad, upbringing as his mother struggled to raise him in the mid-20th century with help from a surrogate f... Read all",Michael Lindsay-Hogg,Ronan O'Leary|Chet Raymo,Matt Dillon|Anne Parillaud|Gabriel Byrne
1546,"During the Second World War, tens of thousands of blonde, blue-eyed Polish children were snatched from their parents and given to German families. Lebensborn was part of Hitler's plan to exp... Read all",Jerzy Kaszubowski,Jerzy Kaszubowski,Rafal Synówka|Jerzy Binczycki|Marzena Trybala
1547,"Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.",Paul Verhoeven,Joe Eszterhas,Elizabeth Berkley|Kyle MacLachlan|Gina Gershon
1548,"Architect Jonathan moves into an LA courtyard apartment complex, then one of his neighbors is murdered by mistake.. Jonathan was the intended victim.",Fred Walton,Wendy Biller|Christopher Hawthorne,Andrew McCarthy|Mädchen Amick|Cheech Marin
1549,Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her visi... Read all,René Bonnière,Michael Alexander Miller,Patsy Kensit|Bruce Greenwood|Andrew McCarthy
1550,"After 3 years in prison, Julian breaks out and returns to Vegas to get his half from the bank robbery and see Lucille again. The Devil took the loot and Tuerto took Lucille.",Jack Baran,Robert Ramsey|Matthew Stone,Dylan McDermott|Nancy Travis|Quentin Tarantino
1551,Two cops become compelled to act against corruption and discrimination within their police precinct.,Charles Burnett,Charles Burnett|John Eddie Johnson|Ned Welsh,Michael Boatman|Lori Petty|Erich Anderson
1552,"An American businessman visiting Nagoya, Japan, meets a woman in a hotel bar. Returning to her room, 3 ninjas kill her and wound him, but he sees the ninja boss' face. Now, he's the prime ta... Read all",J.F. Lawton,J.F. Lawton,Christopher Lambert|John Lone|Joan Chen
1553,Together they will help with each other's own limitations.,Patrick Chen,Patrick Chen|Shannon Ko,Michael Rosete|Tia DeShazor|Joe Chan
1554,A mother with seven sons feels like she's losing control of her life and her family. But personal pain and a troubled marriage fade into the background as news comes that one of her sons mig... Read all,Robert Allan Ackerman,Ellyn Bache|Deena Goldstone,Susan Sarandon|Sam Shepard|Nick Stahl
1555,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques. Tom meets ... Read all,Dave Borthwick,Dave Borthwick,Nick Upton|Deborah Collard|Frank Passingham
1556,Prison guard falls in love with inmate. She wants him to let her escape.,Mika Kaurismäki,Andre Degas,James Russo|Cynda Williams|Paul Calderon
1557,"As children, Rhino and Zulu were best friends, until an incident causes them to go their separate ways. They meet up again as adults when Zulu, who has spent years in the United States, has ... Read all",Gray Hofmeyr,Leon Schuster|Gray Hofmeyr|Craig Gardner,Leon Schuster|John Matshikiza|Wilson Dunster
1558,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.",Satyajit Ray,Bibhutibhushan Bandyopadhyay|Satyajit Ray|Kanailal Basu,Pinaki Sengupta|Smaran Ghosal|Kamala Adhikari
1559,"Three young American women have a wild drunken fling south of the border. They find some rough folks to party with at a Mexican mansion, a Mexican jail and the U.S.-Mexican border.",Catherine Cyran,Catherine Cyran,Tia Carrere|Rigg Kennedy|Lisa Dean Ryan
1560,"A pathetic police chief, humiliated by everyone around him, suddenly wants a clean slate in life - and resorts to drastic means to do so.",Bertrand Tavernier,Jean Aurenche|Bertrand Tavernier|Jim Thompson,Philippe Noiret|Isabelle Huppert|Stéphane Audran
1561,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to sc... Read all",Mika Kaurismäki,Mika Kaurismäki|Christa Lang,Samuel Fuller|Jim Jarmusch
1562,This movie is only made of archive pictures: the official newsreels that were broadcasted on French movie screens during 1940 and 1944 (the Occupation). Those newsreels were controlled by th... Read all,Claude Chabrol,Jean-Pierre Azéma|Robert O. Paxton,Michel Bouquet|Brian Cox|Maquisard Alfonso
1563,"East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, wh... Read all",Margarethe von Trotta,Peter Schneider|Felice Laudadio|Margarethe von Trotta,Corinna Harfouch|Meret Becker|August Zirner
1564,"Two successful career women (Patricia Royce, Lorraine Devon) in their 30s have problems with men, and a mutual ex-lover (J.D. Souther) in common.",Barry Caillier,Lorraine Devon Wilke|Patricia Royce,Patricia Royce|Lorraine Devon Wilke|JD Souther
1565,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the pe... Read all",Stijn Coninx,Fernand Auwera|Louis Paul Boon|François Chevallier,Jan Decleir|Gérard Desarthe|Antje de Boeck
1566,A crusty old Sergeant of the Queen's Australian army in World War I befriends a small orphaned boy and his tiny sister on the night he is to go back to Australia. The Sergeant emotionally de... Read all,Robert Z. Leonard,Bogart Rogers|Mary Kelly|Wells Root,Charles Laughton|Binnie Barnes|Richard Carlson
1567,"The wary residents of a 19th century mountain village must tread carefully and speak softly lest they cause an avalanche. Sexual frenzies teem in this world of repression, setting off incest... Read all",Guy Maddin,Guy Maddin|George Toles,Kyle McCulloch|Gosia Dobrowolska|Sarah Neville
1568,Unknown,John O'Brien,John O'Brien,George Thrush|Marya Cohn|Ann O'Brien
1569,"Kourou comes from a village to Kinshasa, Zaire's capital and the center of World Beat; music is in his heart and he has big dreams. Right away he gets a job as a domestic for Mamou, the loud... Read all",Benoît Lamy,Benoît Lamy|Maryse León García|Mweze Ngangura,Papa Wemba|Bibi Krubwa|Landu Nzunzimbu Matshia
1570,A young girl crosses paths with a witch who has the power to satisfy her curiosity about men by changing her into one.,Jean-Pierre Bekolo,Jean-Pierre Bekolo,Serge Amougou|Saïdou Abatcha|Timoléon Luc Boyogueno
1571,"Mory, a cowherd, and Anta, a university student, try to make money in order to go to Paris and leave their boring past behind.",Djibril Diop Mambéty,Djibril Diop Mambéty,Magaye Niang|Myriam Niang|Christoph Colomb
1572,"In pre-colonial times a peddler crossing the savanna discovers a child lying unconscious in the bush. When the boy comes to, he is mute and cannot explain who he is. The peddler leaves him w... Read all",Gaston Kaboré,Serge Yanogo|Rosine Yanogo|Joseph Nikiema,Unknown
